Course,Avg,Total,Excellent,Good,Medium,Pass,Fail
189.0,96.5958904109589,146.0,0.958904109589041,0.0410958904109589,0.0,0.0,0.0
197.0,96.0,1.0,1.0,0.0,0.0,0.0,0.0
173.0,94.36363636363636,22.0,1.0,0.0,0.0,0.0,0.0
31.0,94.19018404907976,489.0,0.983640081799591,0.016359918200409,0.0,0.0,0.0
102.0,92.0,3.0,1.0,0.0,0.0,0.0,0.0
27.0,91.78651685393258,89.0,0.6853932584269663,0.24719101123595505,0.0449438202247191,0.02247191011235955,0.0
24.0,91.7760736196319,489.0,0.7423312883435583,0.16155419222903886,0.0736196319018405,0.016359918200409,0.006134969325153374
142.0,90.0,2.0,0.5,0.5,0.0,0.0,0.0
186.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0
166.0,89.23595505617978,89.0,0.7191011235955056,0.25842696629213485,0.02247191011235955,0.0,0.0
64.0,89.0,1.0,0.0,1.0,0.0,0.0,0.0
32.0,88.9735,400.0,0.56,0.37,0.07,0.0,0.0
171.0,88.08333333333333,12.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0
33.0,87.94545454545454,33.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
175.0,87.6086956521739,23.0,0.17391304347826086,0.8260869565217391,0.0,0.0,0.0
184.0,87.5,2.0,0.5,0.5,0.0,0.0,0.0
179.0,87.42857142857143,7.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0
141.0,87.0,2.0,0.5,0.5,0.0,0.0,0.0
196.0,87.0,1.0,0.0,1.0,0.0,0.0,0.0
198.0,87.0,1.0,0.0,1.0,0.0,0.0,0.0
174.0,86.83333333333333,24.0,0.041666666666666664,0.9583333333333334,0.0,0.0,0.0
46.0,86.58492871690427,491.0,0.3665987780040733,0.6130346232179226,0.012219959266802444,0.004073319755600814,0.004073319755600814
54.0,86.44130879345605,489.0,0.2658486707566462,0.7300613496932515,0.00408997955010225,0.0,0.0
135.0,86.31428571428572,70.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
199.0,86.25,36.0,0.4722222222222222,0.3888888888888889,0.1388888888888889,0.0,0.0
88.0,86.0,2.0,0.5,0.5,0.0,0.0,0.0
185.0,86.0,1.0,0.0,1.0,0.0,0.0,0.0
59.0,85.78646153846154,325.0,0.3384615384615385,0.5815384615384616,0.07692307692307693,0.003076923076923077,0.0
74.0,85.66666666666667,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
157.0,85.63736263736264,91.0,0.2087912087912088,0.7692307692307693,0.02197802197802198,0.0,0.0
40.0,85.62489795918367,490.0,0.336734693877551,0.5469387755102041,0.09183673469387756,0.018367346938775512,0.006122448979591836
70.0,85.33333333333333,3.0,0.0,1.0,0.0,0.0,0.0
2.0,85.09632653061225,490.0,0.3081632653061224,0.563265306122449,0.09795918367346938,0.02857142857142857,0.0020408163265306124
169.0,85.06818181818181,44.0,0.1590909090909091,0.8409090909090909,0.0,0.0,0.0
62.0,85.0,1.0,0.0,1.0,0.0,0.0,0.0
176.0,85.0,18.0,0.1111111111111111,0.7222222222222222,0.16666666666666666,0.0,0.0
181.0,85.0,1.0,0.0,1.0,0.0,0.0,0.0
115.0,84.94545454545455,77.0,0.18181818181818182,0.7142857142857143,0.09090909090909091,0.0,0.012987012987012988
190.0,84.6891891891892,148.0,0.16216216216216217,0.6891891891891891,0.14189189189189189,0.006756756756756757,0.0
49.0,84.68839103869654,491.0,0.319755600814664,0.47657841140529533,0.18126272912423624,0.020366598778004074,0.002036659877800407
116.0,84.47294117647058,170.0,0.18823529411764706,0.6235294117647059,0.18235294117647058,0.0058823529411764705,0.0
84.0,84.33333333333333,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
12.0,84.25276073619632,489.0,0.10224948875255624,0.7464212678936605,0.12269938650306748,0.028629856850715747,0.0
133.0,84.10144927536231,69.0,0.30434782608695654,0.4492753623188406,0.21739130434782608,0.028985507246376812,0.0
131.0,84.1,70.0,0.014285714285714285,0.9571428571428572,0.02857142857142857,0.0,0.0
97.0,84.0,1.0,0.0,1.0,0.0,0.0,0.0
139.0,84.0,2.0,0.0,1.0,0.0,0.0,0.0
178.0,84.0,3.0,0.0,1.0,0.0,0.0,0.0
124.0,83.7,90.0,0.16666666666666666,0.7333333333333333,0.044444444444444446,0.05555555555555555,0.0
11.0,83.59183673469387,490.0,0.3693877551020408,0.41020408163265304,0.15306122448979592,0.05102040816326531,0.0163265306122449
25.0,83.57709611451942,489.0,0.39059304703476483,0.2965235173824131,0.19631901840490798,0.08793456032719836,0.028629856850715747
165.0,83.56179775280899,89.0,0.10112359550561797,0.651685393258427,0.2247191011235955,0.02247191011235955,0.0
167.0,83.51685393258427,89.0,0.033707865168539325,0.8876404494382022,0.07865168539325842,0.0,0.0
106.0,83.5,2.0,0.0,0.5,0.5,0.0,0.0
155.0,83.5,2.0,0.0,1.0,0.0,0.0,0.0
34.0,83.47916666666667,96.0,0.2708333333333333,0.4791666666666667,0.22916666666666666,0.010416666666666666,0.010416666666666666
193.0,83.4,10.0,0.1,0.8,0.1,0.0,0.0
95.0,83.33333333333333,3.0,0.0,1.0,0.0,0.0,0.0
164.0,83.05263157894737,38.0,0.0,0.868421052631579,0.13157894736842105,0.0,0.0
126.0,82.9245283018868,53.0,0.018867924528301886,0.9433962264150944,0.018867924528301886,0.0,0.018867924528301886
201.0,82.75,36.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0
132.0,82.57142857142857,70.0,0.14285714285714285,0.5142857142857142,0.2714285714285714,0.07142857142857142,0.0
130.0,82.38571428571429,70.0,0.11428571428571428,0.6285714285714286,0.24285714285714285,0.014285714285714285,0.0
137.0,82.34883720930233,43.0,0.16279069767441862,0.5813953488372093,0.2558139534883721,0.0,0.0
29.0,82.33714285714285,490.0,0.28775510204081634,0.3795918367346939,0.19591836734693877,0.10816326530612246,0.02857142857142857
105.0,82.21303116147308,353.0,0.254957507082153,0.42209631728045327,0.21813031161473087,0.09348441926345609,0.0113314447592068
151.0,82.0,1.0,0.0,1.0,0.0,0.0,0.0
134.0,81.94202898550725,69.0,0.13043478260869565,0.6521739130434783,0.17391304347826086,0.043478260869565216,0.0
18.0,81.70927835051546,97.0,0.2268041237113402,0.3402061855670103,0.32989690721649484,0.08247422680412371,0.020618556701030927
162.0,81.38202247191012,89.0,0.02247191011235955,0.6853932584269663,0.21348314606741572,0.07865168539325842,0.0
4.0,81.35116279069767,86.0,0.13953488372093023,0.5,0.27906976744186046,0.08139534883720931,0.0
73.0,81.32715231788079,151.0,0.0728476821192053,0.6291390728476821,0.2781456953642384,0.019867549668874173,0.0
129.0,81.30555555555556,36.0,0.1111111111111111,0.5,0.3888888888888889,0.0,0.0
192.0,81.08571428571429,70.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.0
182.0,81.04,25.0,0.04,0.56,0.4,0.0,0.0
7.0,81.02235772357723,492.0,0.06300813008130081,0.7276422764227642,0.1565040650406504,0.03048780487804878,0.022357723577235773
143.0,81.0,2.0,0.0,1.0,0.0,0.0,0.0
170.0,81.0,22.0,0.2727272727272727,0.22727272727272727,0.36363636363636365,0.13636363636363635,0.0
183.0,80.875,8.0,0.125,0.625,0.25,0.0,0.0
187.0,80.69127516778524,149.0,0.053691275167785234,0.7651006711409396,0.10738255033557047,0.06040268456375839,0.013422818791946308
65.0,80.66666666666667,3.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
81.0,80.66666666666667,3.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
188.0,80.59060402684564,149.0,0.10067114093959731,0.44966442953020136,0.38926174496644295,0.053691275167785234,0.006711409395973154
19.0,80.55460122699385,489.0,0.23721881390593047,0.34151329243353784,0.2740286298568507,0.12065439672801637,0.026584867075664622
21.0,80.53455284552845,492.0,0.052845528455284556,0.6626016260162602,0.23577235772357724,0.034552845528455285,0.014227642276422764
85.0,80.33333333333333,3.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
168.0,80.30337078651685,89.0,0.056179775280898875,0.5056179775280899,0.39325842696629215,0.0449438202247191,0.0
36.0,80.29938650306748,489.0,0.05112474437627812,0.5214723926380368,0.3824130879345603,0.044989775051124746,0.0
23.0,80.11119133574007,277.0,0.01444043321299639,0.5631768953068592,0.37184115523465705,0.05054151624548736,0.0
63.0,80.0,3.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
107.0,80.0,3.0,0.0,1.0,0.0,0.0,0.0
16.0,79.90940170940172,468.0,0.07692307692307693,0.5192307692307693,0.3076923076923077,0.07478632478632478,0.021367521367521368
26.0,79.64754098360656,488.0,0.16393442622950818,0.42827868852459017,0.26229508196721313,0.14549180327868852,0.0
147.0,79.5,2.0,0.0,0.5,0.5,0.0,0.0
37.0,79.39715447154472,492.0,0.18902439024390244,0.35772357723577236,0.241869918699187,0.1951219512195122,0.016260162601626018
180.0,79.26315789473684,38.0,0.02631578947368421,0.5789473684210527,0.3684210526315789,0.0,0.02631578947368421
48.0,79.10143149284254,489.0,0.1983640081799591,0.3231083844580777,0.26993865030674846,0.18404907975460122,0.024539877300613498
28.0,78.84376278118609,489.0,0.16973415132924335,0.3885480572597137,0.2985685071574642,0.08997955010224949,0.053169734151329244
194.0,78.7872340425532,47.0,0.0851063829787234,0.48936170212765956,0.2553191489361702,0.1276595744680851,0.0425531914893617
172.0,78.59016393442623,61.0,0.01639344262295082,0.5737704918032787,0.29508196721311475,0.11475409836065574,0.0
38.0,78.52340425531915,47.0,0.23404255319148937,0.2553191489361702,0.2553191489361702,0.19148936170212766,0.06382978723404255
101.0,78.33333333333333,3.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
35.0,78.22658486707567,489.0,0.1411042944785276,0.35991820040899797,0.3047034764826176,0.16155419222903886,0.032719836400818
22.0,77.61390593047034,489.0,0.012269938650306749,0.38650306748466257,0.523517382413088,0.07157464212678936,0.006134969325153374
52.0,77.60204918032788,488.0,0.08401639344262295,0.45081967213114754,0.2540983606557377,0.1885245901639344,0.022540983606557378
13.0,77.46365503080082,487.0,0.028747433264887063,0.351129363449692,0.5605749486652978,0.057494866529774126,0.002053388090349076
51.0,77.3717791411043,489.0,0.05725971370143149,0.4274028629856851,0.3169734151329243,0.1738241308793456,0.024539877300613498
60.0,77.0,3.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
136.0,76.98571428571428,70.0,0.15714285714285714,0.5142857142857142,0.2,0.07142857142857142,0.05714285714285714
161.0,76.85393258426966,89.0,0.0898876404494382,0.38202247191011235,0.30337078651685395,0.2247191011235955,0.0
144.0,76.5,2.0,0.0,0.0,1.0,0.0,0.0
44.0,76.44646464646465,99.0,0.1414141414141414,0.24242424242424243,0.35353535353535354,0.25252525252525254,0.010101010101010102
120.0,76.42857142857143,14.0,0.5714285714285714,0.0,0.35714285714285715,0.0,0.07142857142857142
68.0,76.33333333333333,3.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
50.0,76.29488752556237,489.0,0.010224948875255624,0.3496932515337423,0.4867075664621677,0.1492842535787321,0.00408997955010225
112.0,76.28571428571429,42.0,0.14285714285714285,0.47619047619047616,0.2619047619047619,0.047619047619047616,0.07142857142857142
191.0,76.19324324324324,148.0,0.04054054054054054,0.3783783783783784,0.40540540540540543,0.1554054054054054,0.02027027027027027
125.0,76.07142857142857,70.0,0.014285714285714285,0.6428571428571429,0.18571428571428572,0.11428571428571428,0.04285714285714286
3.0,76.00204498977506,489.0,0.010224948875255624,0.2965235173824131,0.5439672801635992,0.147239263803681,0.002044989775051125
104.0,76.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,75.88,200.0,0.19,0.175,0.365,0.225,0.045
5.0,75.84878048780487,492.0,0.1443089430894309,0.30691056910569103,0.2540650406504065,0.2073170731707317,0.08739837398373984
42.0,75.84458077709611,489.0,0.147239263803681,0.2985685071574642,0.26789366053169733,0.2474437627811861,0.03885480572597137
109.0,75.57429305912596,389.0,0.03598971722365039,0.35475578406169667,0.38303341902313626,0.18251928020565553,0.043701799485861184
150.0,75.5,2.0,0.0,0.5,0.0,0.5,0.0
128.0,75.42307692307692,26.0,0.038461538461538464,0.34615384615384615,0.3076923076923077,0.3076923076923077,0.0
55.0,75.39426229508197,488.0,0.018442622950819672,0.3073770491803279,0.45286885245901637,0.21106557377049182,0.010245901639344262
39.0,74.92898550724637,207.0,0.00966183574879227,0.45410628019323673,0.38164251207729466,0.09178743961352658,0.06280193236714976
47.0,74.91515151515152,99.0,0.12121212121212122,0.2828282828282828,0.31313131313131315,0.20202020202020202,0.08080808080808081
195.0,74.72,50.0,0.02,0.32,0.48,0.14,0.04
8.0,74.69488752556238,489.0,0.12474437627811862,0.24335378323108384,0.310838445807771,0.24948875255623723,0.07157464212678936
43.0,74.19063136456211,491.0,0.04480651731160896,0.2953156822810591,0.36863543788187375,0.24236252545824846,0.048879837067209775
127.0,74.1625,160.0,0.09375,0.31875,0.2625,0.23125,0.09375
77.0,74.04503311258277,151.0,0.039735099337748346,0.2251655629139073,0.4503311258278146,0.271523178807947,0.013245033112582781
69.0,74.0,2.0,0.0,0.0,1.0,0.0,0.0
121.0,73.8780487804878,41.0,0.12195121951219512,0.36585365853658536,0.2926829268292683,0.14634146341463414,0.07317073170731707
153.0,73.77966101694915,59.0,0.03389830508474576,0.3559322033898305,0.3220338983050847,0.13559322033898305,0.15254237288135594
58.0,73.65908183632735,501.0,0.003992015968063872,0.27944111776447106,0.46706586826347307,0.2155688622754491,0.033932135728542916
53.0,73.38285714285713,280.0,0.03571428571428571,0.2392857142857143,0.39285714285714285,0.2892857142857143,0.04285714285714286
103.0,73.0,3.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
67.0,72.66666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
152.0,72.5,2.0,0.0,0.0,1.0,0.0,0.0
146.0,72.45054945054945,91.0,0.0,0.1978021978021978,0.4725274725274725,0.32967032967032966,0.0
6.0,72.43762781186093,489.0,0.002044989775051125,0.14314928425357873,0.5460122699386503,0.2883435582822086,0.02044989775051125
200.0,72.22950819672131,61.0,0.03278688524590164,0.19672131147540983,0.3770491803278688,0.3442622950819672,0.04918032786885246
14.0,72.15686274509804,102.0,0.058823529411764705,0.1568627450980392,0.43137254901960786,0.30392156862745096,0.049019607843137254
9.0,72.15419222903884,489.0,0.04294478527607362,0.2085889570552147,0.3394683026584867,0.3292433537832311,0.07975460122699386
30.0,72.03149284253577,489.0,0.12065439672801637,0.2249488752556237,0.22085889570552147,0.3456032719836401,0.08793456032719836
80.0,72.0,5.0,0.0,0.0,0.6,0.4,0.0
114.0,71.9452229299363,157.0,0.08917197452229299,0.25477707006369427,0.27388535031847133,0.2484076433121019,0.1337579617834395
56.0,71.76882352941178,340.0,0.020588235294117647,0.22941176470588234,0.38235294117647056,0.25882352941176473,0.10882352941176471
149.0,71.5,2.0,0.0,0.0,1.0,0.0,0.0
111.0,71.45614035087719,57.0,0.05263157894736842,0.19298245614035087,0.3684210526315789,0.3508771929824561,0.03508771929824561
86.0,71.33333333333333,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
90.0,71.33333333333333,3.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
10.0,70.82190082644628,484.0,0.0371900826446281,0.1590909090909091,0.41115702479338845,0.29958677685950413,0.09297520661157024
66.0,70.66666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
154.0,70.5,2.0,0.0,0.0,0.5,0.5,0.0
57.0,70.20249376558603,401.0,0.04987531172069826,0.18952618453865336,0.3092269326683292,0.314214463840399,0.1371571072319202
91.0,70.0,3.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
140.0,70.0,2.0,0.0,0.0,0.5,0.5,0.0
117.0,69.74567901234568,81.0,0.0,0.13580246913580246,0.41975308641975306,0.37037037037037035,0.07407407407407407
1.0,69.69161554192229,489.0,0.06339468302658487,0.1656441717791411,0.28629856850715746,0.3312883435582822,0.15337423312883436
163.0,69.19101123595506,89.0,0.12359550561797752,0.24719101123595505,0.16853932584269662,0.2808988764044944,0.1797752808988764
98.0,69.0,3.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
118.0,68.43809523809524,42.0,0.023809523809523808,0.23809523809523808,0.2857142857142857,0.30952380952380953,0.14285714285714285
113.0,68.17383177570093,214.0,0.018691588785046728,0.2850467289719626,0.2523364485981308,0.26635514018691586,0.17757009345794392
17.0,68.0624031007752,516.0,0.0,0.03294573643410853,0.39147286821705424,0.5135658914728682,0.06201550387596899
96.0,68.0,1.0,0.0,0.0,0.0,1.0,0.0
148.0,68.0,2.0,0.0,0.5,0.0,0.0,0.5
83.0,67.33333333333333,3.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
93.0,67.0,1.0,0.0,0.0,0.0,1.0,0.0
158.0,67.0,1.0,0.0,0.0,0.0,1.0,0.0
177.0,67.0,1.0,0.0,0.0,0.0,1.0,0.0
145.0,66.5,2.0,0.0,0.0,0.0,1.0,0.0
94.0,66.33333333333333,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
99.0,66.33333333333333,3.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
20.0,66.16646216768916,489.0,0.034764826175869123,0.1738241308793456,0.26993865030674846,0.32515337423312884,0.19631901840490798
78.0,65.66666666666667,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
45.0,65.61873727087577,491.0,0.012219959266802444,0.11608961303462322,0.2953156822810591,0.4439918533604888,0.13238289205702647
110.0,65.38536585365854,82.0,0.0,0.0975609756097561,0.3048780487804878,0.43902439024390244,0.15853658536585366
41.0,65.05953757225433,173.0,0.12716763005780346,0.3236994219653179,0.19653179190751446,0.11560693641618497,0.23699421965317918
119.0,64.9875,80.0,0.0,0.075,0.1875,0.6375,0.1
138.0,64.5,6.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
156.0,63.5,2.0,0.0,0.0,0.0,1.0,0.0
61.0,62.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,61.78743455497383,191.0,0.031413612565445025,0.1256544502617801,0.20418848167539266,0.3403141361256545,0.29842931937172773
82.0,61.666666666666664,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
100.0,60.666666666666664,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
75.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0
122.0,57.53846153846154,39.0,0.0,0.0,0.1282051282051282,0.6923076923076923,0.1794871794871795
76.0,56.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
92.0,56.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
87.0,52.0,3.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
123.0,46.4375,48.0,0.0,0.08333333333333333,0.20833333333333334,0.2916666666666667,0.4166666666666667
79.0,46.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
89.0,45.333333333333336,3.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
72.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0
108.0,38.0,2.0,0.0,0.0,0.5,0.0,0.5
159.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0
71.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
160.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
