No,Major,Avg,Total,Excellent,Good,Medium,Pass,Fail
453.0,2.0,88.43859649122807,57.0,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.0,0.0
393.0,2.0,88.3409090909091,44.0,0.5454545454545454,0.3409090909090909,0.09090909090909091,0.022727272727272728,0.0
481.0,2.0,88.3157894736842,57.0,0.5087719298245614,0.43859649122807015,0.03508771929824561,0.017543859649122806,0.0
76.0,0.0,88.29824561403508,57.0,0.45614035087719296,0.49122807017543857,0.05263157894736842,0.0,0.0
358.0,2.0,88.08771929824562,57.0,0.5087719298245614,0.40350877192982454,0.08771929824561403,0.0,0.0
395.0,2.0,88.01754385964912,57.0,0.43859649122807015,0.43859649122807015,0.10526315789473684,0.017543859649122806,0.0
232.0,0.0,87.52631578947368,57.0,0.43859649122807015,0.45614035087719296,0.10526315789473684,0.0,0.0
181.0,0.0,87.39310344827587,58.0,0.3448275862068966,0.5862068965517241,0.06896551724137931,0.0,0.0
235.0,0.0,86.94736842105263,57.0,0.2982456140350877,0.6140350877192983,0.05263157894736842,0.03508771929824561,0.0
367.0,2.0,86.85964912280701,57.0,0.45614035087719296,0.38596491228070173,0.10526315789473684,0.05263157894736842,0.0
160.0,0.0,86.77586206896552,58.0,0.41379310344827586,0.43103448275862066,0.1206896551724138,0.034482758620689655,0.0
262.0,1.0,86.67164179104478,67.0,0.3880597014925373,0.5074626865671642,0.08955223880597014,0.014925373134328358,0.0
407.0,2.0,86.63157894736842,57.0,0.543859649122807,0.22807017543859648,0.17543859649122806,0.05263157894736842,0.0
452.0,2.0,86.56896551724138,58.0,0.3275862068965517,0.5344827586206896,0.1206896551724138,0.017241379310344827,0.0
41.0,0.0,86.50877192982456,57.0,0.40350877192982454,0.40350877192982454,0.15789473684210525,0.03508771929824561,0.0
18.0,0.0,85.8258620689655,58.0,0.41379310344827586,0.3793103448275862,0.15517241379310345,0.05172413793103448,0.0
377.0,2.0,85.78947368421052,57.0,0.3508771929824561,0.47368421052631576,0.12280701754385964,0.05263157894736842,0.0
296.0,1.0,85.53968253968254,63.0,0.3333333333333333,0.49206349206349204,0.14285714285714285,0.031746031746031744,0.0
74.0,0.0,85.47368421052632,57.0,0.3508771929824561,0.40350877192982454,0.22807017543859648,0.017543859649122806,0.0
55.0,0.0,85.46896551724137,58.0,0.25862068965517243,0.5517241379310345,0.1896551724137931,0.0,0.0
299.0,1.0,85.37096774193549,62.0,0.3064516129032258,0.5967741935483871,0.06451612903225806,0.03225806451612903,0.0
419.0,2.0,85.36842105263158,57.0,0.22807017543859648,0.6140350877192983,0.14035087719298245,0.017543859649122806,0.0
304.0,1.0,85.2741935483871,62.0,0.3387096774193548,0.5645161290322581,0.03225806451612903,0.04838709677419355,0.016129032258064516
350.0,2.0,85.24561403508773,57.0,0.2982456140350877,0.5087719298245614,0.17543859649122806,0.017543859649122806,0.0
103.0,0.0,85.24137931034483,58.0,0.29310344827586204,0.5862068965517241,0.10344827586206896,0.017241379310344827,0.0
95.0,0.0,85.23793103448278,58.0,0.22413793103448276,0.5862068965517241,0.1896551724137931,0.0,0.0
264.0,1.0,85.2063492063492,63.0,0.2698412698412698,0.5714285714285714,0.15873015873015872,0.0,0.0
303.0,1.0,85.16129032258064,62.0,0.27419354838709675,0.5645161290322581,0.12903225806451613,0.03225806451612903,0.0
166.0,0.0,85.16071428571429,56.0,0.39285714285714285,0.375,0.16071428571428573,0.07142857142857142,0.0
340.0,1.0,85.0327868852459,61.0,0.3770491803278688,0.4098360655737705,0.19672131147540983,0.01639344262295082,0.0
292.0,1.0,85.01538461538462,65.0,0.24615384615384617,0.5538461538461539,0.15384615384615385,0.046153846153846156,0.0
214.0,0.0,85.0,57.0,0.2982456140350877,0.5087719298245614,0.14035087719298245,0.05263157894736842,0.0
134.0,0.0,84.91379310344827,58.0,0.2413793103448276,0.603448275862069,0.1206896551724138,0.034482758620689655,0.0
39.0,0.0,84.91228070175438,57.0,0.3684210526315789,0.3684210526315789,0.24561403508771928,0.017543859649122806,0.0
325.0,1.0,84.85245901639344,61.0,0.29508196721311475,0.5081967213114754,0.16393442622950818,0.03278688524590164,0.0
373.0,2.0,84.81967213114754,61.0,0.2786885245901639,0.5901639344262295,0.09836065573770492,0.03278688524590164,0.0
323.0,1.0,84.80645161290323,62.0,0.27419354838709675,0.5,0.20967741935483872,0.016129032258064516,0.0
331.0,1.0,84.77049180327869,61.0,0.2786885245901639,0.5573770491803278,0.13114754098360656,0.03278688524590164,0.0
226.0,0.0,84.75,56.0,0.25,0.5535714285714286,0.17857142857142858,0.017857142857142856,0.0
265.0,1.0,84.71875,64.0,0.28125,0.515625,0.171875,0.03125,0.0
124.0,0.0,84.67241379310344,58.0,0.29310344827586204,0.46551724137931033,0.20689655172413793,0.017241379310344827,0.017241379310344827
259.0,1.0,84.5909090909091,66.0,0.19696969696969696,0.6212121212121212,0.13636363636363635,0.045454545454545456,0.0
478.0,2.0,84.55932203389831,59.0,0.3220338983050847,0.4406779661016949,0.1864406779661017,0.03389830508474576,0.01694915254237288
375.0,2.0,84.54385964912281,57.0,0.24561403508771928,0.543859649122807,0.17543859649122806,0.03508771929824561,0.0
372.0,2.0,84.54237288135593,59.0,0.23728813559322035,0.5423728813559322,0.1694915254237288,0.05084745762711865,0.0
267.0,1.0,84.46875,64.0,0.234375,0.53125,0.21875,0.015625,0.0
301.0,1.0,84.43548387096774,62.0,0.25806451612903225,0.5483870967741935,0.1935483870967742,0.0,0.0
406.0,2.0,84.42622950819673,61.0,0.2786885245901639,0.4426229508196721,0.26229508196721313,0.01639344262295082,0.0
382.0,2.0,84.42105263157895,57.0,0.19298245614035087,0.6140350877192983,0.17543859649122806,0.017543859649122806,0.0
384.0,2.0,84.40350877192982,57.0,0.3157894736842105,0.43859649122807015,0.17543859649122806,0.07017543859649122,0.0
138.0,0.0,84.38983050847457,59.0,0.3220338983050847,0.423728813559322,0.1864406779661017,0.05084745762711865,0.01694915254237288
311.0,1.0,84.33870967741936,62.0,0.25806451612903225,0.5161290322580645,0.1935483870967742,0.03225806451612903,0.0
257.0,1.0,84.3015873015873,63.0,0.20634920634920634,0.5714285714285714,0.1746031746031746,0.047619047619047616,0.0
83.0,0.0,84.29824561403508,57.0,0.3333333333333333,0.3333333333333333,0.2982456140350877,0.03508771929824561,0.0
256.0,1.0,84.28125,64.0,0.203125,0.546875,0.25,0.0,0.0
339.0,1.0,84.24193548387096,62.0,0.3064516129032258,0.45161290322580644,0.22580645161290322,0.016129032258064516,0.0
146.0,0.0,84.15517241379311,58.0,0.2413793103448276,0.5172413793103449,0.22413793103448276,0.017241379310344827,0.0
388.0,2.0,84.1,60.0,0.2,0.5833333333333334,0.18333333333333332,0.03333333333333333,0.0
333.0,1.0,84.04918032786885,61.0,0.21311475409836064,0.5573770491803278,0.21311475409836064,0.01639344262295082,0.0
316.0,1.0,84.04838709677419,62.0,0.24193548387096775,0.5483870967741935,0.14516129032258066,0.06451612903225806,0.0
344.0,2.0,84.03571428571429,56.0,0.17857142857142858,0.5714285714285714,0.19642857142857142,0.05357142857142857,0.0
293.0,1.0,84.0,63.0,0.2222222222222222,0.5396825396825397,0.2222222222222222,0.015873015873015872,0.0
16.0,0.0,83.96825396825396,63.0,0.3333333333333333,0.4126984126984127,0.12698412698412698,0.12698412698412698,0.0
389.0,2.0,83.96491228070175,57.0,0.24561403508771928,0.49122807017543857,0.2631578947368421,0.0,0.0
280.0,1.0,83.95522388059702,67.0,0.29850746268656714,0.43283582089552236,0.23880597014925373,0.014925373134328358,0.014925373134328358
85.0,0.0,83.83050847457628,59.0,0.288135593220339,0.423728813559322,0.2542372881355932,0.03389830508474576,0.0
56.0,0.0,83.80701754385964,57.0,0.24561403508771928,0.5263157894736842,0.14035087719298245,0.08771929824561403,0.0
472.0,2.0,83.80701754385964,57.0,0.22807017543859648,0.47368421052631576,0.2631578947368421,0.03508771929824561,0.0
180.0,0.0,83.7457627118644,59.0,0.3220338983050847,0.3728813559322034,0.23728813559322035,0.06779661016949153,0.0
58.0,0.0,83.6896551724138,58.0,0.27586206896551724,0.41379310344827586,0.25862068965517243,0.05172413793103448,0.0
189.0,0.0,83.6896551724138,58.0,0.29310344827586204,0.5,0.1206896551724138,0.08620689655172414,0.0
135.0,0.0,83.58620689655173,58.0,0.29310344827586204,0.39655172413793105,0.27586206896551724,0.034482758620689655,0.0
385.0,2.0,83.52631578947368,57.0,0.12280701754385964,0.6666666666666666,0.14035087719298245,0.07017543859649122,0.0
47.0,0.0,83.51724137931035,58.0,0.27586206896551724,0.43103448275862066,0.22413793103448276,0.06896551724137931,0.0
426.0,2.0,83.47457627118644,59.0,0.2711864406779661,0.4576271186440678,0.22033898305084745,0.03389830508474576,0.01694915254237288
353.0,2.0,83.45614035087719,57.0,0.17543859649122806,0.5263157894736842,0.2631578947368421,0.03508771929824561,0.0
492.0,2.0,83.43103448275862,58.0,0.1724137931034483,0.603448275862069,0.20689655172413793,0.017241379310344827,0.0
79.0,0.0,83.4,60.0,0.2833333333333333,0.43333333333333335,0.23333333333333334,0.05,0.0
234.0,0.0,83.39655172413794,58.0,0.29310344827586204,0.43103448275862066,0.22413793103448276,0.034482758620689655,0.017241379310344827
410.0,2.0,83.3859649122807,57.0,0.2631578947368421,0.45614035087719296,0.22807017543859648,0.05263157894736842,0.0
328.0,1.0,83.34426229508196,61.0,0.2459016393442623,0.4918032786885246,0.18032786885245902,0.08196721311475409,0.0
269.0,1.0,83.34375,64.0,0.25,0.5,0.203125,0.046875,0.0
427.0,2.0,83.3157894736842,57.0,0.17543859649122806,0.543859649122807,0.2631578947368421,0.017543859649122806,0.0
356.0,2.0,83.29310344827586,58.0,0.22413793103448276,0.5517241379310345,0.1724137931034483,0.05172413793103448,0.0
334.0,1.0,83.22950819672131,61.0,0.2786885245901639,0.4098360655737705,0.26229508196721313,0.04918032786885246,0.0
297.0,1.0,83.16923076923077,65.0,0.2,0.5230769230769231,0.24615384615384617,0.03076923076923077,0.0
33.0,0.0,83.12068965517241,58.0,0.2413793103448276,0.5517241379310345,0.10344827586206896,0.10344827586206896,0.0
238.0,0.0,83.05357142857143,56.0,0.25,0.48214285714285715,0.17857142857142858,0.08928571428571429,0.0
486.0,2.0,83.05263157894737,57.0,0.21052631578947367,0.5087719298245614,0.21052631578947367,0.07017543859649122,0.0
281.0,1.0,82.984375,64.0,0.171875,0.53125,0.234375,0.0625,0.0
252.0,0.0,82.97014925373135,67.0,0.16417910447761194,0.5522388059701493,0.23880597014925373,0.04477611940298507,0.0
155.0,0.0,82.96551724137932,58.0,0.1896551724137931,0.5344827586206896,0.20689655172413793,0.06896551724137931,0.0
245.0,0.0,82.94827586206897,58.0,0.13793103448275862,0.603448275862069,0.22413793103448276,0.034482758620689655,0.0
96.0,0.0,82.91379310344827,58.0,0.27586206896551724,0.39655172413793105,0.27586206896551724,0.05172413793103448,0.0
223.0,0.0,82.91379310344827,58.0,0.25862068965517243,0.4827586206896552,0.1724137931034483,0.08620689655172414,0.0
210.0,0.0,82.86206896551724,58.0,0.22413793103448276,0.5172413793103449,0.22413793103448276,0.017241379310344827,0.017241379310344827
348.0,2.0,82.83050847457628,59.0,0.22033898305084745,0.5254237288135594,0.1864406779661017,0.06779661016949153,0.0
275.0,1.0,82.77777777777777,63.0,0.15873015873015872,0.5555555555555556,0.25396825396825395,0.031746031746031744,0.0
352.0,2.0,82.70689655172414,58.0,0.1724137931034483,0.5517241379310345,0.22413793103448276,0.05172413793103448,0.0
121.0,0.0,82.65517241379311,58.0,0.22413793103448276,0.4482758620689655,0.25862068965517243,0.06896551724137931,0.0
273.0,1.0,82.62903225806451,62.0,0.22580645161290322,0.45161290322580644,0.22580645161290322,0.0967741935483871,0.0
190.0,0.0,82.54237288135593,59.0,0.22033898305084745,0.4915254237288136,0.2033898305084746,0.0847457627118644,0.0
149.0,0.0,82.45762711864407,59.0,0.22033898305084745,0.4745762711864407,0.2542372881355932,0.05084745762711865,0.0
441.0,2.0,82.44067796610169,59.0,0.288135593220339,0.3389830508474576,0.3220338983050847,0.05084745762711865,0.0
399.0,2.0,82.40350877192982,57.0,0.14035087719298245,0.5964912280701754,0.22807017543859648,0.03508771929824561,0.0
161.0,0.0,82.37288135593221,59.0,0.3050847457627119,0.3898305084745763,0.23728813559322035,0.03389830508474576,0.03389830508474576
175.0,0.0,82.32142857142857,56.0,0.125,0.5535714285714286,0.23214285714285715,0.08928571428571429,0.0
99.0,0.0,82.3103448275862,58.0,0.20689655172413793,0.5,0.15517241379310345,0.13793103448275862,0.0
381.0,2.0,82.23214285714286,56.0,0.16071428571428573,0.5357142857142857,0.21428571428571427,0.08928571428571429,0.0
405.0,2.0,82.23214285714286,56.0,0.19642857142857142,0.48214285714285715,0.25,0.07142857142857142,0.0
439.0,2.0,82.15789473684211,57.0,0.19298245614035087,0.49122807017543857,0.19298245614035087,0.12280701754385964,0.0
156.0,0.0,82.10169491525424,59.0,0.1694915254237288,0.4745762711864407,0.3050847457627119,0.05084745762711865,0.0
371.0,2.0,82.10169491525424,59.0,0.2033898305084746,0.4576271186440678,0.2542372881355932,0.06779661016949153,0.01694915254237288
324.0,1.0,82.08196721311475,61.0,0.19672131147540983,0.47540983606557374,0.2786885245901639,0.04918032786885246,0.0
10.0,0.0,82.0677966101695,59.0,0.15254237288135594,0.4915254237288136,0.288135593220339,0.06779661016949153,0.0
479.0,2.0,82.05263157894737,57.0,0.21052631578947367,0.5087719298245614,0.22807017543859648,0.05263157894736842,0.0
422.0,2.0,82.03508771929825,57.0,0.22807017543859648,0.38596491228070173,0.3157894736842105,0.07017543859649122,0.0
359.0,2.0,82.03448275862068,58.0,0.20689655172413793,0.43103448275862066,0.29310344827586204,0.06896551724137931,0.0
387.0,2.0,81.94827586206897,58.0,0.2413793103448276,0.39655172413793105,0.2413793103448276,0.1206896551724138,0.0
469.0,2.0,81.93442622950819,61.0,0.22950819672131148,0.4098360655737705,0.26229508196721313,0.08196721311475409,0.01639344262295082
474.0,2.0,81.91228070175438,57.0,0.21052631578947367,0.40350877192982454,0.3333333333333333,0.05263157894736842,0.0
172.0,0.0,81.84482758620689,58.0,0.22413793103448276,0.3620689655172414,0.29310344827586204,0.1206896551724138,0.0
97.0,0.0,81.79661016949153,59.0,0.1694915254237288,0.4745762711864407,0.3220338983050847,0.03389830508474576,0.0
258.0,1.0,81.79032258064517,62.0,0.1935483870967742,0.5,0.1935483870967742,0.11290322580645161,0.0
421.0,2.0,81.73684210526316,57.0,0.14035087719298245,0.49122807017543857,0.2982456140350877,0.07017543859649122,0.0
437.0,2.0,81.68852459016394,61.0,0.19672131147540983,0.45901639344262296,0.22950819672131148,0.09836065573770492,0.01639344262295082
366.0,2.0,81.66666666666667,57.0,0.19298245614035087,0.3684210526315789,0.3508771929824561,0.08771929824561403,0.0
414.0,2.0,81.64912280701755,57.0,0.21052631578947367,0.40350877192982454,0.2807017543859649,0.10526315789473684,0.0
132.0,0.0,81.58928571428571,56.0,0.21428571428571427,0.5,0.16071428571428573,0.125,0.0
376.0,2.0,81.54385964912281,57.0,0.17543859649122806,0.47368421052631576,0.2631578947368421,0.08771929824561403,0.0
88.0,0.0,81.53448275862068,58.0,0.2413793103448276,0.3793103448275862,0.29310344827586204,0.08620689655172414,0.0
450.0,2.0,81.49122807017544,57.0,0.17543859649122806,0.40350877192982454,0.38596491228070173,0.03508771929824561,0.0
231.0,0.0,81.48214285714286,56.0,0.2857142857142857,0.26785714285714285,0.3392857142857143,0.08928571428571429,0.017857142857142856
130.0,0.0,81.41379310344827,58.0,0.2413793103448276,0.3620689655172414,0.3275862068965517,0.05172413793103448,0.017241379310344827
286.0,1.0,81.39682539682539,63.0,0.15873015873015872,0.5079365079365079,0.23809523809523808,0.09523809523809523,0.0
397.0,2.0,81.36842105263158,57.0,0.12280701754385964,0.543859649122807,0.22807017543859648,0.10526315789473684,0.0
246.0,0.0,81.36206896551724,58.0,0.20689655172413793,0.4482758620689655,0.25862068965517243,0.08620689655172414,0.0
326.0,1.0,81.36065573770492,61.0,0.14754098360655737,0.45901639344262296,0.3442622950819672,0.04918032786885246,0.0
430.0,2.0,81.35087719298245,57.0,0.22807017543859648,0.3333333333333333,0.3157894736842105,0.12280701754385964,0.0
383.0,2.0,81.32203389830508,59.0,0.11864406779661017,0.5084745762711864,0.3050847457627119,0.06779661016949153,0.0
413.0,2.0,81.28813559322033,59.0,0.23728813559322035,0.3728813559322034,0.3220338983050847,0.06779661016949153,0.0
148.0,0.0,81.27586206896552,58.0,0.10344827586206896,0.5689655172413793,0.25862068965517243,0.06896551724137931,0.0
461.0,2.0,81.24137931034483,58.0,0.15517241379310345,0.4482758620689655,0.3275862068965517,0.06896551724137931,0.0
368.0,2.0,81.2280701754386,57.0,0.2807017543859649,0.3508771929824561,0.2982456140350877,0.03508771929824561,0.03508771929824561
151.0,0.0,81.21052631578948,57.0,0.21052631578947367,0.40350877192982454,0.22807017543859648,0.14035087719298245,0.017543859649122806
104.0,0.0,81.08196721311475,61.0,0.22950819672131148,0.4426229508196721,0.19672131147540983,0.09836065573770492,0.03278688524590164
247.0,0.0,81.07142857142857,56.0,0.21428571428571427,0.39285714285714285,0.30357142857142855,0.07142857142857142,0.017857142857142856
448.0,2.0,81.0701754385965,57.0,0.15789473684210525,0.43859649122807015,0.3157894736842105,0.08771929824561403,0.0
141.0,0.0,81.06666666666666,60.0,0.18333333333333332,0.5166666666666667,0.21666666666666667,0.06666666666666667,0.016666666666666666
424.0,2.0,81.06666666666666,60.0,0.1,0.55,0.3,0.05,0.0
183.0,0.0,81.03508771929825,57.0,0.24561403508771928,0.3333333333333333,0.2982456140350877,0.10526315789473684,0.017543859649122806
425.0,2.0,81.01639344262296,61.0,0.18032786885245902,0.39344262295081966,0.29508196721311475,0.13114754098360656,0.0
380.0,2.0,81.0,58.0,0.20689655172413793,0.3448275862068966,0.3103448275862069,0.1206896551724138,0.017241379310344827
485.0,2.0,80.98245614035088,57.0,0.19298245614035087,0.42105263157894735,0.2982456140350877,0.08771929824561403,0.0
357.0,2.0,80.79310344827586,58.0,0.1896551724137931,0.4827586206896552,0.2413793103448276,0.06896551724137931,0.017241379310344827
19.0,0.0,80.77586206896552,58.0,0.15517241379310345,0.43103448275862066,0.29310344827586204,0.1206896551724138,0.0
443.0,2.0,80.70877192982456,57.0,0.17543859649122806,0.3157894736842105,0.45614035087719296,0.03508771929824561,0.017543859649122806
40.0,0.0,80.6896551724138,58.0,0.15517241379310345,0.46551724137931033,0.27586206896551724,0.10344827586206896,0.0
216.0,0.0,80.6842105263158,57.0,0.21052631578947367,0.38596491228070173,0.2807017543859649,0.10526315789473684,0.017543859649122806
463.0,2.0,80.67241379310344,58.0,0.13793103448275862,0.5,0.27586206896551724,0.06896551724137931,0.017241379310344827
318.0,1.0,80.67213114754098,61.0,0.11475409836065574,0.5245901639344263,0.22950819672131148,0.11475409836065574,0.01639344262295082
283.0,1.0,80.65079365079364,63.0,0.15873015873015872,0.4603174603174603,0.2857142857142857,0.09523809523809523,0.0
272.0,1.0,80.61194029850746,67.0,0.14925373134328357,0.47761194029850745,0.29850746268656714,0.07462686567164178,0.0
480.0,2.0,80.57627118644068,59.0,0.23728813559322035,0.3220338983050847,0.3220338983050847,0.1016949152542373,0.01694915254237288
392.0,2.0,80.54385964912281,57.0,0.12280701754385964,0.43859649122807015,0.3333333333333333,0.10526315789473684,0.0
434.0,2.0,80.51724137931035,58.0,0.25862068965517243,0.3275862068965517,0.2413793103448276,0.1724137931034483,0.0
355.0,2.0,80.50877192982456,57.0,0.19298245614035087,0.40350877192982454,0.24561403508771928,0.15789473684210525,0.0
404.0,2.0,80.5,58.0,0.13793103448275862,0.5344827586206896,0.20689655172413793,0.1206896551724138,0.0
306.0,1.0,80.4920634920635,63.0,0.1111111111111111,0.5238095238095238,0.25396825396825395,0.1111111111111111,0.0
433.0,2.0,80.48275862068965,58.0,0.22413793103448276,0.3793103448275862,0.25862068965517243,0.1206896551724138,0.017241379310344827
465.0,2.0,80.44827586206897,58.0,0.20689655172413793,0.3275862068965517,0.3448275862068966,0.10344827586206896,0.017241379310344827
